,ls23,ls25,qc_ls23,qc_ls25,qc,pod_average,lower_bound,upper_bound
108,,,KA-4,KA-4,fail_both_qc,nan,,
109,817.2654796,875.8837117,clear,clear,clear,846.57459565,817.2654796,875.8837117
110,776.65083,811.5897677,clear,clear,clear,794.12029885,776.65083,811.5897677
111,779.5002012,793.8662667,clear,clear,clear,786.6832339499999,779.5002012,793.8662667
112,,,KA-4,KA-4,fail_both_qc,nan,,
113,,80.98169188,KA-3,clear,clear,80.98169188,80.98169188,80.98169188
114,,,KA-4,KA-4,fail_both_qc,nan,,
115,,398.7321475,KA-3,clear,clear,398.7321475,398.7321475,398.7321475
116,,,KA-3,KA-3,fail_both_qc,nan,,
117,,,KA-4,KA-4,fail_both_qc,nan,,
118,5.904491433,6.170859467,clear,clear,clear,6.03767545,5.904491433,6.170859467
119,5.177284035,4.742550261,clear,clear,clear,4.959917148,4.742550261,5.177284035
120,7.333878228,12.36113346,clear,clear,clear,9.847505844,7.333878228,12.36113346
121,166.9145978,171.519346,clear,clear,clear,169.2169719,166.9145978,171.519346
122,109.3338785,116.5782988,clear,clear,clear,112.95608865,109.3338785,116.5782988
123,,,KA-4,KA-4,fail_both_qc,nan,,
124,,129.4143011,KA-3,clear,clear,129.4143011,129.4143011,129.4143011
125,,,KA-4,KA-4,fail_both_qc,nan,,
126,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
127,3.360907528,2.07104572,clear,clear,clear,2.7159766239999996,2.07104572,3.360907528
128,60.25913716,61.97223981,clear,clear,clear,61.115688485,60.25913716,61.97223981
129,,,KA-4,KA-4,fail_both_qc,nan,,
130,,,KA-4,KA-4,fail_both_qc,nan,,
131,,,KA-1,KA-1,fail_both_qc,nan,,
132,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
133,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
134,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
135,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
136,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
137,6.014253891,3.866306073,clear,clear,clear,4.940279982,3.866306073,6.014253891
138,7.649741866,7.684200162,clear,clear,clear,7.666971014,7.649741866,7.684200162
139,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
140,4.037223485,5.08800768,clear,clear,clear,4.562615582499999,4.037223485,5.08800768
141,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
142,3.916730076,5.102056283,clear,clear,clear,4.5093931795,3.916730076,5.102056283
143,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
144,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
145,59.72823241,60.12971484,clear,clear,clear,59.928973625,59.72823241,60.12971484
146,57.79354431,56.28669297,clear,clear,clear,57.04011864,56.28669297,57.79354431
147,155.8791285,158.7958626,clear,clear,clear,157.33749555,155.8791285,158.7958626
148,66.88049638,65.93183686,clear,clear,clear,66.40616662,65.93183686,66.88049638
149,78.41035113,82.569316,clear,clear,clear,80.489833565,78.41035113,82.569316
150,64.95810847,65.23630165,clear,clear,clear,65.09720506,64.95810847,65.23630165
151,92.64239333,96.89543733,clear,clear,clear,94.76891533,92.64239333,96.89543733
152,107.8777147,108.5057221,clear,clear,clear,108.1917184,107.8777147,108.5057221
153,63.71622219,71.58029646,clear,clear,clear,67.648259325,63.71622219,71.58029646
154,75.34083323,75.80446913,clear,clear,clear,75.57265118000001,75.34083323,75.80446913
155,967.0977489,995.0213115,clear,clear,clear,981.0595302,967.0977489,995.0213115
156,,,KA-3,KA-3,fail_both_qc,nan,,
157,,,KA-4,KA-4,fail_both_qc,nan,,
158,,,KA-4,KA-4,fail_both_qc,nan,,
159,1191.672538,1221.199228,clear,clear,clear,1206.435883,1191.672538,1221.199228
160,,,KA-3,KA-3,fail_both_qc,nan,,
161,1079.092911,1098.225306,clear,clear,clear,1088.6591085,1079.092911,1098.225306
162,2183.988605,2189.306563,clear,clear,clear,2186.6475840000003,2183.988605,2189.306563
163,1535.465077,1599.407027,clear,clear,clear,1567.436052,1535.465077,1599.407027
164,,,KA-4,KA-4,fail_both_qc,nan,,
165,,,KA-4,KA-4,fail_both_qc,nan,,
166,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
167,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
168,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
169,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
170,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
171,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
172,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
173,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
174,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
175,5.312466529,5.958957165,clear,clear,clear,5.635711847,5.312466529,5.958957165
176,6.724110281,6.176798979,clear,clear,clear,6.450454629999999,6.176798979,6.724110281
177,3.419416085,2.52829553,clear,clear,clear,2.9738558074999997,2.52829553,3.419416085
178,2.829097843,3.470360021,clear,clear,clear,3.149728932,2.829097843,3.470360021
179,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
180,4.859704964,3.887763971,clear,clear,clear,4.3737344675,3.887763971,4.859704964
181,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
182,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
183,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
184,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
185,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
186,3.967120963,3.056302375,clear,clear,clear,3.5117116690000003,3.056302375,3.967120963
187,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
188,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
189,81.21296517,83.58062308,clear,clear,clear,82.396794125,81.21296517,83.58062308
190,81.3554752,,clear,KA-5,clear,81.3554752,81.3554752,81.3554752
191,,,KA-4,KA-4,fail_both_qc,nan,,
192,,,KA-4,KA-4,fail_both_qc,nan,,
193,46.95319834,49.36737118,clear,clear,clear,48.160284759999996,46.95319834,49.36737118
194,37.93987879,37.68060855,clear,clear,clear,37.810243670000006,37.68060855,37.93987879
195,,,KA-4,KA-4,fail_both_qc,nan,,
196,11.96511349,11.31437925,clear,clear,clear,11.639746370000001,11.31437925,11.96511349
197,8.762615889,6.915948904,clear,clear,clear,7.8392823965,6.915948904,8.762615889
198,8.433016162,10.32851062,clear,clear,clear,9.380763390999999,8.433016162,10.32851062
199,8.781718735,12.91970138,clear,clear,clear,10.850710057499999,8.781718735,12.91970138
200,11.13650803,5.131528212,clear,clear,clear,8.134018121,5.131528212,11.13650803
201,8.477368859,8.814217952,clear,clear,clear,8.645793405500001,8.477368859,8.814217952
202,8.211115757,6.61039283,clear,clear,clear,7.4107542935,6.61039283,8.211115757
203,6.855540075,7.932839229,clear,clear,clear,7.394189652,6.855540075,7.932839229
204,1.309914404,1.773422578,clear,clear,clear,1.5416684909999998,1.309914404,1.773422578
205,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
206,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
207,2.406372678,3.580213008,clear,clear,clear,2.993292843,2.406372678,3.580213008
208,,,KA-4,KA-4,fail_both_qc,nan,,
209,9.084138202,9.160029461,clear,clear,clear,9.1220838315,9.084138202,9.160029461
210,,,KA-4,KA-4,fail_both_qc,nan,,
211,5.683745664,5.334923728,clear,clear,clear,5.509334696,5.334923728,5.683745664
212,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
213,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
214,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
215,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
216,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
217,25.87623918,26.01183519,clear,clear,clear,25.944037185,25.87623918,26.01183519
218,48.23225702,49.47279861,clear,clear,clear,48.852527815,48.23225702,49.47279861
219,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
220,7.58009712,5.642583507,clear,clear,clear,6.6113403134999995,5.642583507,7.58009712
221,6.028548303,4.417470739,clear,clear,clear,5.223009521,4.417470739,6.028548303
222,9.894573452,5.694427986,clear,clear,clear,7.794500719,5.694427986,9.894573452
223,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
224,6.78834693,0.0,clear,clear,clear,3.394173465,0.0,6.78834693
225,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
226,0.0,,clear,KA-2,clear,0.0,0.0,0.0
227,24.38861676,25.19742293,clear,clear,clear,24.793019845,24.38861676,25.19742293
228,17.73063896,11.05043343,clear,clear,clear,14.390536195,11.05043343,17.73063896
229,24.35118308,20.3419441,clear,clear,clear,22.34656359,20.3419441,24.35118308
230,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
231,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
232,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
233,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
234,509.4787758,441.2086198,clear,clear,clear,475.3436978,441.2086198,509.4787758
235,568.0253303,590.2124656,clear,clear,clear,579.11889795,568.0253303,590.2124656
236,515.5602227,510.5028502,clear,clear,clear,513.03153645,510.5028502,515.5602227
237,619.0184739,639.7105575,clear,clear,clear,629.3645157000001,619.0184739,639.7105575
238,481.994171,467.6130994,clear,clear,clear,474.80363520000003,467.6130994,481.994171
239,605.1380041,612.6694219,clear,clear,clear,608.9037129999999,605.1380041,612.6694219
240,472.9107359,478.8310005,clear,clear,clear,475.8708682,472.9107359,478.8310005
241,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
242,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
243,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
244,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
245,8.26719974,0.0,clear,clear,clear,4.13359987,0.0,8.26719974
246,7.801108864,4.710103465,clear,clear,clear,6.2556061645,4.710103465,7.801108864
247,7.397082331,7.745180323,clear,clear,clear,7.571131327,7.397082331,7.745180323
248,,0.0,KA-5,clear,clear,0.0,0.0,0.0
249,5.909153671,8.863730506,clear,clear,clear,7.3864420885,5.909153671,8.863730506
250,22.80576956,15.87214381,clear,clear,clear,19.338956685,15.87214381,22.80576956
251,15.52236364,14.26900508,clear,clear,clear,14.89568436,14.26900508,15.52236364
252,11.61646721,11.8220684,clear,clear,clear,11.719267805,11.61646721,11.8220684
253,,18.10736264,KA-3,clear,clear,18.10736264,18.10736264,18.10736264
254,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
255,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
256,7.794368065,8.610057746,clear,clear,clear,8.2022129055,7.794368065,8.610057746
257,7.453667177,6.700771503,clear,clear,clear,7.07721934,6.700771503,7.453667177
258,10.59053603,9.319671705,clear,clear,clear,9.9551038675,9.319671705,10.59053603
259,,8.731299221,KA-2,clear,clear,8.731299221,8.731299221,8.731299221
260,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
261,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
262,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
263,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
264,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
265,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
266,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
267,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
268,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
269,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
270,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
271,27.0695804,33.02606759,clear,clear,clear,30.047823994999998,27.0695804,33.02606759
272,19.40534131,15.35553095,clear,clear,clear,17.38043613,15.35553095,19.40534131
273,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
274,11.18830597,8.876672509,clear,clear,clear,10.0324892395,8.876672509,11.18830597
275,9.887921242,4.572675041,clear,clear,clear,7.2302981415000005,4.572675041,9.887921242
276,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
277,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
278,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
279,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
280,17.2363069,18.33973494,clear,clear,clear,17.78802092,17.2363069,18.33973494
281,23.2547776,24.41509914,clear,clear,clear,23.83493837,23.2547776,24.41509914
282,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
283,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
284,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
285,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
286,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
287,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
288,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
289,5.830749025,0.0,clear,clear,clear,2.9153745125,0.0,5.830749025
290,4.827292246,10.32723997,clear,clear,clear,7.577266108,4.827292246,10.32723997
291,5.889393556,11.90966252,clear,clear,clear,8.899528038,5.889393556,11.90966252
292,13.88294807,14.12866396,clear,clear,clear,14.005806015000001,13.88294807,14.12866396
293,8.689108252,17.3782165,clear,clear,clear,13.033662376,8.689108252,17.3782165
294,16.30274505,16.01572489,clear,clear,clear,16.15923497,16.01572489,16.30274505
295,12.28586368,6.142931839,clear,clear,clear,9.2143977595,6.142931839,12.28586368
296,1073.799206,1136.690138,clear,clear,clear,1105.2446719999998,1073.799206,1136.690138
297,,,KA-4,KA-4,fail_both_qc,nan,,
298,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
299,664.4103323,688.9739828,clear,clear,clear,676.69215755,664.4103323,688.9739828
300,646.8673423,676.3029648,clear,clear,clear,661.5851535500001,646.8673423,676.3029648
301,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
302,710.6163453,559.831745,clear,clear,clear,635.2240451499999,559.831745,710.6163453
303,424.6402564,435.5055881,clear,clear,clear,430.07292225000003,424.6402564,435.5055881
304,7.349837355,4.947005912,clear,clear,clear,6.1484216335,4.947005912,7.349837355
305,16.92193016,17.97641246,clear,clear,clear,17.449171309999997,16.92193016,17.97641246
306,,,KA-4,KA-4,fail_both_qc,nan,,
307,,,KA-4,KA-4,fail_both_qc,nan,,
308,,,KA-4,KA-4,fail_both_qc,nan,,
309,8.842461088,8.450430793,clear,clear,clear,8.646445940500001,8.450430793,8.842461088
310,,,KA-4,KA-4,fail_both_qc,nan,,
311,,,KA-4,KA-4,fail_both_qc,nan,,
312,,,KA-4,KA-4,fail_both_qc,nan,,
313,8.969019017,9.587572053,clear,clear,clear,9.278295535000002,8.969019017,9.587572053
314,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
315,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
316,12.10542787,13.25510538,clear,clear,clear,12.680266625,12.10542787,13.25510538
317,231.6037672,248.3223099,clear,clear,clear,239.96303855,231.6037672,248.3223099
318,,,KA-4,KA-4,fail_both_qc,nan,,
319,0.0,9.076252221,clear,clear,clear,4.5381261105,0.0,9.076252221
320,4.676519191,9.636463787,clear,clear,clear,7.156491489,4.676519191,9.636463787
321,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
322,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
323,0.0,0.0,clear,clear,clear,0.0,0.0,0.0
324,5.55865644,3.326440074,clear,clear,clear,4.442548257,3.326440074,5.55865644
325,7.261293583,8.936976717,clear,clear,clear,8.09913515,7.261293583,8.936976717
326,60.37415187,51.28903403,clear,clear,clear,55.83159295,51.28903403,60.37415187
327,60.93555836,65.20104745,clear,clear,clear,63.068302905,60.93555836,65.20104745
328,,,KA-4,KA-4,fail_both_qc,nan,,
329,,,KA-4,KA-4,fail_both_qc,nan,,
330,573.5102172,573.5102172,clear,clear,clear,573.5102172,573.5102172,573.5102172
331,571.1530111,590.1051634,clear,clear,clear,580.62908725,571.1530111,590.1051634
332,102.8333003,104.7224105,clear,clear,clear,103.77785539999999,102.8333003,104.7224105
333,35.99652838,36.09303382,clear,clear,clear,36.0447811,35.99652838,36.09303382
334,449.9486795,458.0826621,clear,clear,clear,454.0156708,449.9486795,458.0826621
335,43.55827387,43.98997133,clear,clear,clear,43.7741226,43.55827387,43.98997133
336,27.50964628,26.1161838,clear,clear,clear,26.81291504,26.1161838,27.50964628
337,,,KA-4,KA-4,fail_both_qc,nan,,
338,,,KA-4,KA-4,fail_both_qc,nan,,
339,,,KA-4,KA-4,fail_both_qc,nan,,
340,,,KA-4,KA-4,fail_both_qc,nan,,
341,,,KA-3,KA-3,fail_both_qc,nan,,
342,,,KA-4,KA-4,fail_both_qc,nan,,
343,6.985613074,12.47061297,clear,clear,clear,9.728113021999999,6.985613074,12.47061297
344,398.0430195,410.9658771,clear,clear,clear,404.50444830000004,398.0430195,410.9658771
345,420.9155468,420.1857595,clear,clear,clear,420.55065315,420.1857595,420.9155468
346,416.8107764,429.9454633,clear,clear,clear,423.37811984999996,416.8107764,429.9454633
347,22.29351059,23.51772071,clear,clear,clear,22.90561565,22.29351059,23.51772071
348,109.5369851,114.7109671,clear,clear,clear,112.1239761,109.5369851,114.7109671
