,release_rate,release_sigma,operator_report,operator_sigma
156,21.99964536654749,0.0711839316303731,29.0,21.56
158,20.3003439787875,0.0641482024775388,19.0,13.719999999999999
159,18.959735591062497,0.0608858396750896,23.0,17.64
160,18.8873309919075,0.0591704044464858,16.0,11.76
161,18.85765183467,0.0595438271215683,21.0,15.68
166,16.0237969496925,0.0508303328005083,31.0,23.52
167,15.939993957585,0.0514070569453366,24.0,19.6
168,15.8643220852125,0.0514991119767797,22.0,17.64
169,31.1087688846525,0.0989343662650134,32.0,27.439999999999998
170,31.14980652051,0.0988436871914104,45.0,35.28
173,27.043254633532506,0.085960772938228,14.0,11.76
174,27.136557236775,0.0861175326732264,10.0,7.84
175,20.215343556705,0.0640260993007485,10.0,9.8
176,14.265998256630002,0.0465062487862941,15.0,11.76
177,14.2112072822025,0.0455208324394249,16.0,13.719999999999999
178,14.17040913234,0.0451741761545773,18.0,15.68
180,25.449167426242504,0.0798580073915376,27.0,21.56
181,20.20734928611,0.0634421750383538,21.0,19.6
182,20.2304938969125,0.0646475324379348,16.0,13.719999999999999
183,15.25742465955,0.0498063386311093,8.0,9.8
184,15.232740495922505,0.0483398171309876,7.0,7.84
185,15.219625786672502,0.04864714409982,16.0,13.719999999999999
186,15.233584398952498,0.0485563479542428,13.0,11.76
187,28.785863072055,0.0905983661164473,17.0,17.64
188,28.880978926402506,0.092276943733057,11.0,11.76
