,release_rate,release_sigma,operator_report,operator_sigma
259,10.460835241224002,0.0325836313774001,7.22304,0
271,25.379137528896003,0.0625132731433301,47.9808,0
275,6.122644606062,0.0800109652169219,8.1432,0
281,18.92499038594775,0.0440512568336884,36.8044,0
291,9.664876428651,0.0322840133331246,21.5124,0
292,9.667596169721252,0.0312338458837935,27.3516,0
293,17.668093695117747,0.0417410997643819,25.5488,0
294,17.66155947443325,0.041682712592209,22.36464,0
299,583.676389847025,5.012155560871746,844.9672,0
300,595.6512330246751,4.5765826580154,840.7696,0
302,487.17575736974993,2.120242330626812,629.63712,0
303,492.9425207208,2.512767653282051,667.74256,0
309,9.7947968060655,0.1137914969238767,15.132,0
316,17.600887011690002,0.0527296063529154,14.45696,0
317,307.1760521012775,0.9510197620577312,384.8856,0
320,13.285992145803752,0.0355696502320409,9.63968,0
324,7.59348855932175,0.0302887808404665,5.1072,0
325,7.567531282126125,0.0242462845143602,8.47872,0
327,58.61948586745499,0.1341862718426056,89.24656,0
331,486.9625114242,3.0944920803038563,1197.9736,0
333,51.592803891052505,0.1229588287678076,66.15312,0
336,49.24048444463249,0.1166012953285081,66.55936,0
343,9.411912000301502,0.0896454396856851,13.63096,0
345,382.07857644045,1.808086736372981,555.9584,0
346,381.4753298886,1.6725578785720774,482.90688,0
348,113.67770742659248,0.270228944413484,156.20256,0
