,Team,Satellite,PerformerExperimentID,FacilityID,EquipmentUnitID,DateOfSurvey,Timestamp (hyperspectral technologies only),StartTime,EndTime,SurveyTime,Gas,FacilityEmissionRate,FacilityEmissionRateUpper,FacilityEmissionRateLower,UncertaintyType,WindSpeed,WindSpeedUpper,WindSpeedLower,WindSpeedUncertaintyType,WindDirection,NumberOfEmissionSourcesReported,Notes,Data source,QC,QC_lax,UnblindingStage,DateTime (UTC),end_release,start_release,gas_kgh_mean,gas_kgh_sigma,meter_sigma,ch4_fraction_km,ch4_fraction_km_sigma,ch4_kgh_mean,ch4_kgh_sigma
108,MAXAR,LandSat,6,20221102,1,11/2/22 0:00,18:04:00,,,,Methane,0,4898.263677,0,+/- 1 sigma,3.635925333,4.726702933,2.545147733,+/- 1 sigma,180,0,,2022_DataReportingTemplate_Satellites_v7_MAXAR_Landsat_20230208.xlsx,OK,OK,1,11/2/22 18:04,11/2/22 18:04,11/2/22 17:59,800.68776,13.79359218,1.021285408,0.95034125,0.002693054,760.9266067,13.3201923
109,MAXAR,LandSat,7,20221103,1,11/3/22 0:00,17:58:00,,,,Methane,0,6795.303351,0,+/- 1 sigma,4.574709333,5.947122133,3.202296533,+/- 1 sigma,228,0,,2022_DataReportingTemplate_Satellites_v7_MAXAR_Landsat_20230208.xlsx,OK,OK,1,11/3/22 17:58,11/3/22 17:58,11/3/22 17:53,1371.01236,20.59877416,1.748740255,0.95034125,0.002693054,1302.9296,19.99021781
110,MAXAR,LandSat,8,20221110,1,11/10/22 0:00,18:04:00,,,,Methane,0,918.3765163,0,+/- 1 sigma,1.050544,1.3657072,0.7353808,+/- 1 sigma,0,0,,2022_DataReportingTemplate_Satellites_v7_MAXAR_Landsat_20230208.xlsx,OK,OK,1,11/10/22 18:04,11/10/22 18:04,11/10/22 17:59,1223.05296,24.4337514,1.560016531,0.953674,0.00166258,1166.393809,23.43765443
111,MAXAR,LandSat,9,20221111,1,11/11/22 0:00,17:58:00,,,,Methane,0,3371.099046,0,+/- 1 sigma,4.02336,5.230368,2.816352,+/- 1 sigma,68,0,,2022_DataReportingTemplate_Satellites_v7_MAXAR_Landsat_20230208.xlsx,OK,OK,1,11/11/22 17:58,11/11/22 17:58,11/11/22 17:53,1454.19696,23.98497302,1.854843061,0.953894125,0.002032185,1387.149937,23.13694134
112,MAXAR,LandSat,10,20221118,1,11/18/22 0:00,18:04:00,,,,Methane,0,1188.928549,0,+/- 1 sigma,1.34112,1.743456,0.938784,+/- 1 sigma,345,0,,2022_DataReportingTemplate_Satellites_v7_MAXAR_Landsat_20230208.xlsx,OK,OK,1,11/18/22 18:04,11/18/22 18:04,11/18/22 17:59,1559.39424,22.31471657,1.989023265,0.946370625,0.005284178,1475.764902,22.74670042
113,MAXAR,LandSat,11,20221118,1,11/19/22 17:58,17:58:20,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,Not among initially listed times ,,SE,SE,1,11/19/22 17:58,11/19/22 17:58,11/19/22 17:53,0,0,,,,,
114,MAXAR,LandSat,12,20221118,1,11/27/22 17:58,17:58:04,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,Not among initially listed times ,,SE,SE,1,11/27/22 17:58,11/27/22 17:58,11/27/22 17:53,0,0,,,,,
115,MAXAR,PRISMA,1,2.0221E+13,1,10/15/22 0:00,11:16:00,,,,Methane,0,305,0,+/- 1 sigma,2.88,3.74,2.01,+/- 1 sigma,23,0,,2022_DataReportingTemplate_Satellites_v7_MAXAR_PRISMA_20230223.xlsx,OK,OK,1,10/15/22 11:16,10/15/22 11:16,10/15/22 11:11,0,0,,,,,
116,MAXAR,PRISMA,2,1,1,10/21/22 18:19,18:19:00,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,Release cancelled by Stanford due to system malfunction,,SE,SE,1,10/21/22 18:19,10/21/22 18:19,10/21/22 18:14,0,0,,,,,
117,MAXAR,PRISMA,3,1,1,10/27/22 18:23,18:23:00,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,Imagery received after wind unblinded,,SE,SE,1,10/27/22 18:23,10/27/22 18:23,10/27/22 18:18,565.8108,4.440251588,0.721697449,0.950644,0.001365767,537.8846422,4.345749842
118,MAXAR,PRISMA,4,1,1,11/1/22 18:09,18:09:00,,,,Methane,NT,NT,NT,NT,NT,NT,NT,NT,NT,,"PRISMA cancelled acquisition: ""11/01 - Request not plannable for bad weather forecast""",,NT,NT,1,11/1/22 18:09,11/1/22 18:09,11/1/22 18:04,756.82656,3.09072972,0.96534,0.95034125,0.002693054,719.2434991,3.690963068
119,MAXAR,PRISMA,5,1,1,11/2/22 18:26,18:26:00,,,,Methane,NT,NT,NT,NT,NT,NT,NT,NT,NT,,"PRISMA cancelled acquisition: ""11/02 - Request not geometrically feasible""",,NT,NT,1,11/2/22 18:26,11/2/22 18:26,11/2/22 18:21,,,,,,,
120,MAXAR,PRISMA,6,1,1,11/7/22 0:00,18:13:13,18:13:09,18:13:13,,Methane,,,,,,,,,,,,,OK,OK,1,11/7/22 18:13,11/7/22 18:13,11/7/22 18:08,435.34404,1.182856063,0.555285765,0.95034125,0.002693054,413.7253992,1.707820519
121,MAXAR,PRISMA,7,1,1,11/13/22 18:16,18:16:00,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,LARS and NJU were informed of no releases on weekends. LARS requested PRISMA cancelled releases on November 10.,,SE,SE,1,11/13/22 18:16,11/13/22 18:16,11/13/22 18:11,0,0,,,,,
122,MAXAR,PRISMA,8,1,1,11/19/22 18:19,18:19:00,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,LARS and NJU were informed of no releases on weekends. LARS requested PRISMA cancelled releases on November 10.,,SE,SE,1,11/19/22 18:19,11/19/22 18:19,11/19/22 18:14,0,0,,,,,
123,MAXAR,PRISMA,9,1,1,11/25/22 18:23,18:23:00,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,Imagery received after wind unblinded,,SE,SE,1,11/25/22 18:23,11/25/22 18:23,11/25/22 18:18,0,0,,,,,
124,MAXAR,PRISMA,10,1,1,11/30/22 0:00,18:09:56,18:09:52,18:09:56,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,Imagery received after wind unblinded,,SE,SE,1,11/30/22 18:09,11/30/22 18:09,11/30/22 18:04,1061.14056,57.5974608,1.353495612,0.9422685,0.000995117,999.8793238,54.2975248
125,MAXAR,Sentinel-2,1,20221026,1,10/18/22 17:49,17:49:00,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,Release cancelled by Stanford due to system malfunction,,SE,SE,1,10/18/22 17:49,10/18/22 17:49,10/18/22 17:44,0,0,0,0.9390905,0,0,0
126,MAXAR,Sentinel-2,1,20221026,1,10/26/22 0:00,18:15:00,,,,Methane,0,1526.619776,0,+/- 1 sigma,2.414016,3.1382208,1.6898112,+/- 1 sigma,95,0,,2022_DataReportingTemplate_Satellites_v7_MAXAR_Sentinel_20230207.xlsx,OK,OK,1,10/26/22 18:15,10/26/22 18:15,10/26/22 18:10,1100.9796,29.96025892,1.404310714,0.950644,0.001365767,1046.639651,28.55243289
127,MAXAR,Sentinel-2,2,20221105,1,11/5/22 0:00,18:14:00,,,,Methane,0,549.6308994,0,+/- 1 sigma,0.827024,1.0751312,0.5789168,+/- 1 sigma,104,0,Release cancelled by Stanford due to system malfunction,2022_DataReportingTemplate_Satellites_v7_MAXAR_Sentinel_20230207.xlsx,SE,OK,1,11/5/22 18:14,11/5/22 18:14,11/5/22 18:09,0,0,,,,,
128,MAXAR,Sentinel-2,3,20221108,1,11/8/22 0:00,18:25:00,,,,Methane,6615.8735,8919.8985,4311.8485,+/- 1 sigma,3.069674667,3.990577067,2.148772267,+/- 1 sigma,161,1,,2022_DataReportingTemplate_Satellites_v7_MAXAR_Sentinel_20230207.xlsx,OK,OK,1,11/8/22 18:25,11/8/22 18:25,11/8/22 18:20,1248.09348,19.32989199,1.591955969,0.953370125,0.001319614,1189.895037,18.56413857
129,MAXAR,Sentinel-2,4,20221115,1,11/15/22 0:00,18:15:00,,,,Methane,0,347.1319186,0,+/- 1 sigma,0.536448,0.6973824,0.3755136,+/- 1 sigma,279,0,,2022_DataReportingTemplate_Satellites_v7_MAXAR_Sentinel_20230207.xlsx,OK,OK,1,11/15/22 18:15,11/15/22 18:15,11/15/22 18:10,1574.17392,22.99118322,2.007874898,0.950938875,0.001265674,1496.943177,22.03667968
130,MAXAR,Sentinel-2,5,20221118,1,11/18/22 0:00,18:24:00,,,,Methane,2139.68,3011.2496,1268.1234,+/- 1 sigma,1.34112,1.743456,0.938784,+/- 1 sigma,323,1,,2022_DataReportingTemplate_Satellites_v7_MAXAR_Sentinel_20230207.xlsx,OK,OK,1,11/18/22 18:24,11/18/22 18:24,11/18/22 18:19,1512.73596,25.87467777,1.929510153,0.946370625,0.005284178,1431.608876,25.82336882
131,MAXAR,Sentinel-2,6,20221125,1,11/25/22 0:00,18:14:00,,,,Methane,0,1116.64805,0,+/- 1 sigma,1.683850667,2.189005867,1.178695467,+/- 1 sigma,52,0,,2022_DataReportingTemplate_Satellites_v7_MAXAR_Sentinel_20230207.xlsx,OK,OK,1,11/25/22 18:14,11/25/22 18:14,11/25/22 18:09,0,0,,,,,
132,MAXAR,Sentinel-2,7,20221128,1,11/28/22 0:00,18:24:00,,,,Methane,0,2500.834591,0,+/- 1 sigma,3.12928,4.068064,2.190496,+/- 1 sigma,137,0,,2022_DataReportingTemplate_Satellites_v7_MAXAR_Sentinel_20230207.xlsx,OK,OK,1,11/28/22 18:24,11/28/22 18:24,11/28/22 18:19,5.2569216,0.027349193,0.006705257,0.9422685,0.000995117,4.953431631,0.02704427
133,MAXAR,WorldView 3,1,22OCT10181729,1,10/10/22 0:00,18:17:29,18:17:17 AM,18:17:59 AM,,Methane,201.65,265.7359,137.5701,+/- 1 sigma,1.79,2.33,1.25,+/- 1 sigma,71,1,,2022_DataReportingTemplate_Satellites_v7_MAXAR_WorldView-3_20230125.xlsx,OK,OK,1,10/10/22 18:17,10/10/22 18:17,10/10/22 18:12,99.379836,0.143975763,0.126759995,0.936358125,0.001617428,93.0551169,0.241038879
