,Team,Satellite,PerformerExperimentID,FacilityID,EquipmentUnitID,DateOfSurvey,Timestamp (hyperspectral technologies only),StartTime,EndTime,SurveyTime,Gas,FacilityEmissionRate,FacilityEmissionRateUpper,FacilityEmissionRateLower,UncertaintyType,WindSpeed,WindSpeedUpper,WindSpeedLower,WindSpeedUncertaintyType,WindDirection,NumberOfEmissionSourcesReported,Notes,Data source,QC,DateTime (UTC),end_release,start_release,gas_kgh_mean,gas_kgh_sigma,meter_sigma,ch4_fraction_km,ch4_fraction_km_sigma,ch4_kgh_mean,ch4_kgh_sigma
51,Kayrros,Sentinel-2,5,1,1.0,2022-11-25 00:00:00,18:15:05.615000,,,,Methane,0,,,,,,,,,,,Kayrros_2022_Full_Blind_Sentinel-2.xlsx,OK,11/25/2022 18:15:06,2022-11-25 18:15:06,2022-11-25 18:10:06,0.0,0.0,,,,,
52,Kayrros,Sentinel-2,6,1,1.0,2022-11-28 00:00:00,18:25:01.917000,,,,Methane,0,,,,,,,,,,,Kayrros_2022_Full_Blind_Sentinel-2.xlsx,OK,11/28/2022 18:25:02,2022-11-28 18:25:02,2022-11-28 18:20:02,5.2531668,0.027167823022574932,0.006700467857142811,0.9422685000000002,0.0009951174972501003,4.9498936008858,0.02687968465939323
53,Kayrros,WorldView 3,1,1,1.0,2022-10-10 00:00:00,18:17:29,,,,Methane,135,229,41,standard deviation,1.52,2.19,0.85,standard deviation,75,,,Kayrros_2022_Full_Blind_WV3.xlsx,OK,10/10/2022 18:17:29,2022-10-10 18:17:29,2022-10-10 18:12:29,99.379836,0.1439757626759695,0.12675999490999998,0.936358125,0.0016174280000000004,93.05511689970001,0.24103887880360658
54,Kayrros,WorldView 3,2,1,1.0,2022-10-17 00:00:00,18:27:42,,,,Methane,0,,,,,,,,,,,Kayrros_2022_Full_Blind_WV3.xlsx,OK,10/17/2022 18:27:42,2022-10-17 18:27:42,2022-10-17 18:22:42,44.636064000000005,4.155707428892524,0.056933755102040774,0.9390905000000002,0.0019585421023471006,41.917303659792005,3.903930544252936
55,Kayrros,WorldView 3,3,1,1.0,2022-10-22 00:00:00,18:07:19,,,,Methane,0,,,,,,,,,,,Kayrros_2022_Full_Blind_WV3.xlsx,OK,10/22/2022 18:07:19,2022-10-22 18:07:19,2022-10-22 18:02:19,0.0,0.0,,,,,
56,Kayrros,WorldView 3,4,1,1.0,2022-10-29 00:00:00,18:17:42,,,,Methane,0,,,,,,,,,,,Kayrros_2022_Full_Blind_WV3.xlsx,OK,10/29/2022 18:17:42,2022-10-29 18:17:42,2022-10-29 18:12:42,34.74400560000001,0.11260476094700926,0.04431633367346935,0.953323875,0.0046103061607482,33.1222900516137,0.1973991847580189
57,Kayrros,WorldView 3,5,1,1.0,2022-11-05 00:00:00,18:27:44,,,,Methane,0,,,,,,,,,,,Kayrros_2022_Full_Blind_WV3.xlsx,OK,11/05/2022 18:27:44,2022-11-05 18:27:44,2022-11-05 18:22:44,0.0,0.0,,,,,
58,Kayrros,WorldView 3,6,1,1.0,2022-11-10 00:00:00,18:08:43,,,,Methane,1737,3177,298,standard deviation,1.81,3.09,0.53,standard deviation,352,,,Kayrros_2022_Full_Blind_WV3.xlsx,OK,11/10/2022 18:08:43,2022-11-10 18:08:43,2022-11-10 18:03:43,1176.0346800000002,19.079783268410008,1.5000442346938776,0.9536740000000001,0.0016625803238740997,1121.5536974143201,18.356470893307847
59,Kayrros,WorldView 3,7,1,1.0,2022-11-17 00:00:00,18:19:04,,,,Methane,402,558,246,standard deviation,3.37,3.88,2.85,standard deviation,59,,,Kayrros_2022_Full_Blind_WV3.xlsx,OK,11/17/2022 18:19:04,2022-11-17 18:19:04,2022-11-17 18:14:04,632.8773600000001,2.2438034517682746,0.8072415306122449,0.9509388750000002,0.0012656744167307,601.8276847313699,2.4049231948639362
60,Kayrros,WorldView 3,8,1,1.0,2022-11-22 00:00:00,17:58:39,,,,Methane,460,771,149,standard deviation,1.53,2.14,0.91,standard deviation,72,,,Kayrros_2022_Full_Blind_WV3.xlsx,OK,11/22/2022 17:58:39,2022-11-22 17:58:39,2022-11-22 17:53:39,459.69635999999997,1.22233385123689,0.5863473979591837,0.9411206250000002,0.0009277114651117998,432.62972563342504,1.3452578265661923
61,Kayrros,WorldView 3,9,1,1.0,2022-11-24 00:00:00,18:28:59,,,,Methane,0,,,,,,,,,,Not among initially listed times ,Kayrros_2022_Full_Blind_WV3.xlsx,SE,11/24/2022 18:28:59,2022-11-24 18:28:59,2022-11-24 18:23:59,0.0,0.0,,,,,
62,Kayrros,WorldView 3,10,1,1.0,2022-11-29 00:00:00,18:08:46,,,,Methane,1057,1425,689,standard deviation,2.65,2.73,2.57,standard deviation,241,,,Kayrros_2022_Full_Blind_WV3.xlsx,OK,11/29/2022 18:08:46,2022-11-29 18:08:46,2022-11-29 18:03:46,1393.6752,18.904548903128294,1.7776469387755105,0.9422685000000002,0.0009951174972501003,1313.2162401911999,17.945411864849664
63,Kayrros,ZY1,1,1,1.0,2022-09-27 00:00:00,18:24:39,,,,Methane,0,,,,,,,,,,,Kayrros_2022_Full_Blind_ZY1.xlsx,OK,09/27/2022 18:24:39,2022-09-27 18:24:39,2022-09-27 18:19:39,0.0,0.0,,,,,
64,Kayrros,ZY1,2,1,1.0,2022-10-20 00:00:00,18:30:42,,,,Methane,2183,3186,1180,standard deviation,2.96,3.62,2.3,standard deviation,84,,,Kayrros_2022_Full_Blind_ZY1.xlsx,OK,10/20/2022 18:30:42,2022-10-20 18:30:42,2022-10-20 18:25:42,0.0,0.0,,,,,
65,Kayrros,ZY1,3,1,1.0,2022-10-23 00:00:00,18:27:06,,,,Methane,0,,,,,,,,,,,Kayrros_2022_Full_Blind_ZY1.xlsx,OK,10/23/2022 18:27:06,2022-10-23 18:27:06,2022-10-23 18:22:06,0.0,0.0,,,,,
66,Kayrros,ZY1,4,1,1.0,2022-10-26 00:00:00,18:23:36,,,,Methane,1499,2287,711,standard deviation,1.26,1.31,1.21,standard deviation,204,,,Kayrros_2022_Full_Blind_ZY1.xlsx,OK,10/26/2022 18:23:36,2022-10-26 18:23:36,2022-10-26 18:18:36,1083.2505599999997,29.39166999332274,1.381697142857143,0.9506440000000002,0.0013657668785948,1029.78564536064,28.010969576915297
67,LARS,EnMap,2,1,1.0,2022-11-12 00:00:00,18:37:00,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,,,SE,11/12/2022 18:37:00,2022-11-12 18:37:00,2022-11-12 18:32:00,0.0,0.0,,,,,
68,LARS,EnMap,3,1,1.0,2022-11-13 00:00:00,19:02:08,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,,,SE,11/13/2022 19:02:08,2022-11-13 19:02:08,2022-11-13 18:57:08,0.0,0.0,,,,,
69,LARS,EnMap,1,1,1.0,2022-11-16 00:00:00,18:48:24,,,,Methane,1533.22,2133.75,932.69,600.53,4.19,6.29,2.1,2.1,239,,,2022_EnMAP.xlsx,OK,11/16/2022 18:48:24,2022-11-16 18:48:24,2022-11-16 18:43:24,755.1149399999999,531.6219668780393,0.9685415577252873,0.9509388750000002,0.0008817531769890543,718.0681515392924,505.5412725603051
70,LARS,EnMap,4,1,1.0,2022-11-20 00:00:00,18:44:37,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,,,SE,11/20/2022 18:44:37,2022-11-20 18:44:37,2022-11-20 18:39:37,0.0,0.0,,,,,
71,LARS,EnMap,5,1,1.0,2022-11-24 00:00:00,18:48:24,,,,Methane,0,0,0,,,,,,,,LARS confirmed by email that this submission is a zero,,OK,11/24/2022 18:48:24,2022-11-24 18:48:24,2022-11-24 18:43:24,0.0,0.0,,,,,
72,LARS,GF5,,,,2022-09-18 00:00:00,18:19:41,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,Not in the original list of overpass dates,,SE,09/18/2022 18:19:41,2022-09-18 18:19:41,2022-09-18 18:14:41,0.0,0.0,,,,,
73,LARS,GF5,1,1,1.0,2022-11-15 00:00:00,18:21:41,,,,Methane,1255.29,1574.1,936.49,318.81,1.31,1.97,0.66,0.66,182,,,2022_GF5B.xlsx,OK,11/15/2022 18:21:41,2022-11-15 18:21:41,2022-11-15 18:16:41,1110.408684,688.487159455594,1.4196357006563927,0.9509388750000002,0.0009450368978255893,1055.9307847531904,654.7114376511665
74,LARS,PRISMA,3,1,1.0,2022-10-15 18:16:00,18:16:00,,,,Methane,0,0,0,0,,,,,,,Non-detect confirmed from unmasked plume submission,,OK,10/15/2022 18:16:00,2022-10-15 18:16:00,2022-10-15 18:11:00,0.0,0.0,,,,,
75,LARS,PRISMA,4,1,1.0,2022-10-21 18:19:00,18:19:00,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,Release cancelled by Stanford due to system malfunction,,SE,10/21/2022 18:19:00,2022-10-21 18:19:00,2022-10-21 18:14:00,0.0,0.0,,,,,
76,LARS,PRISMA,5,1,1.0,2022-10-27 18:23:00,18:23:00,,,,Methane,0,0,0,0,,,,,,,Non-detect confirmed from unmasked plume submission,,OK,10/27/2022 18:23:00,2022-10-27 18:23:00,2022-10-27 18:18:00,565.8108,4.440251588280117,0.7216974489795919,0.9506440000000002,0.0013657668785948,537.8846421552,4.3457498417813945
77,LARS,PRISMA,6,1,1.0,2022-11-01 18:09:00,18:09:00,,,,Methane,NT,NT,NT,NT,NT,NT,NT,NT,NT,,"PRISMA cancelled acquisition: ""11/01 - Request not plannable for bad weather forecast""",,NT,11/01/2022 18:09:00,2022-11-01 18:09:00,2022-11-01 18:04:00,756.82656,3.090729719726612,0.9653399999999999,0.9503412499999998,0.0026930537344557995,719.2434990636,3.6909630682105363
78,LARS,PRISMA,7,1,1.0,2022-11-02 18:26:00,18:26:00,,,,Methane,NT,NT,NT,NT,NT,NT,NT,NT,NT,,"PRISMA cancelled acquisition: ""11/02 - Request not geometrically feasible""",,NT,11/02/2022 18:26:00,2022-11-02 18:26:00,2022-11-02 18:21:00,,,,,,,
79,LARS,PRISMA,1,1,1.0,2022-11-07 00:00:00,18:13:13,18:13:09,18:13:13,,Methane,658.58,866.11,451.05,207.53,1.82,2.72,0.91,0.91,8,,,2022_PRISMA.xlsx,OK,11/07/2022 18:13:13,2022-11-07 18:13:13,2022-11-07 18:08:13,435.34404,1.1828560633577,0.5552857653061225,0.9503412499999998,0.0026930537344557995,413.72539915365,1.7078205190928735
80,LARS,PRISMA,8,1,1.0,2022-11-13 18:16:00,18:16:00,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,LARS and NJU were informed of no releases on weekends. LARS requested PRIMA cancelled releases on November 10.,,SE,11/13/2022 18:16:00,2022-11-13 18:16:00,2022-11-13 18:11:00,0.0,0.0,,,,,
81,LARS,PRISMA,9,1,1.0,2022-11-19 18:19:00,18:19:00,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,LARS and NJU were informed of no releases on weekends. LARS requested PRIMA cancelled releases on November 10.,,SE,11/19/2022 18:19:00,2022-11-19 18:19:00,2022-11-19 18:14:00,0.0,0.0,,,,,
82,LARS,PRISMA,10,1,1.0,2022-11-25 18:23:00,18:23:00,,,,Methane,0,0,0,0,,,,,,,Non-detect confirmed from unmasked plume submission,,OK,11/25/2022 18:23:00,2022-11-25 18:23:00,2022-11-25 18:18:00,0.0,0.0,,,,,
83,LARS,PRISMA,2,1,1.0,2022-11-30 00:00:00,18:09:56,18:09:52,18:09:56,,Methane,452.19,594.74,309.64,142.55,1.3,1.95,0.65,0.65,335,,,2022_PRISMA.xlsx,OK,11/30/2022 18:09:56,2022-11-30 18:09:56,2022-11-30 18:04:56,1061.1405599999998,57.5974607997174,1.353495612244898,0.9422685000000002,0.0009951174972501003,999.87932376036,54.29752480416113
84,LARS,ZY1,3,1,1.0,2022-09-27 18:24:39,18:24:39,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,Not among initially listed times ,,SE,09/27/2022 18:24:39,2022-09-27 18:24:39,2022-09-27 18:19:39,0.0,0.0,,,,,
85,LARS,ZY1,4,1,1.0,2022-10-23 18:27:06,18:27:06,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,Not among initially listed times ,,SE,10/23/2022 18:27:06,2022-10-23 18:27:06,2022-10-23 18:22:06,0.0,0.0,,,,,
86,LARS,ZY1,1,1,1.0,2022-10-26 00:00:00,18:23:36,,,,Methane,1633.46,2041.96,1224.96,408.5,1.27,1.9,0.63,0.63,301,,,2022_ZY1F.xlsx,OK,10/26/2022 18:23:36,2022-10-26 18:23:36,2022-10-26 18:18:36,1083.2505599999997,29.39166999332274,1.381697142857143,0.9506440000000002,0.0013657668785948,1029.78564536064,28.010969576915297
