,overpass_id,overpass_datetime,zero_release,non_zero_release,operator_kept,stanford_kept,pass_all_qc,fail_all_qc,operator_detected,release_rate_kgh,operator_quantification,qc_summary
67,68.0,2022-10-31 20:59:03,False,True,True,False,False,False,True,43.67771615,73.0,fail_stanford
68,69.0,2022-11-02 16:38:30,True,False,True,False,False,False,False,0.0,,fail_stanford
69,70.0,2022-11-02 16:41:15,False,True,True,False,False,False,False,1.119024557,,fail_stanford
70,71.0,2022-11-02 16:45:27,False,True,True,True,True,False,False,1.096165828,,pass_all
71,72.0,2022-11-02 16:48:30,False,True,True,True,True,False,False,1.080261992,,pass_all
72,73.0,2022-11-02 16:48:30,False,True,True,True,True,False,False,1.080261992,,pass_all
73,74.0,2022-11-02 16:52:31,False,True,True,True,True,False,False,4.153226065,,pass_all
74,75.0,2022-11-02 16:55:43,False,True,True,True,True,False,False,4.150652535,,pass_all
75,76.0,2022-11-02 17:02:34,False,True,True,True,True,False,True,10.78404424,18.0,pass_all
76,77.0,2022-11-02 17:06:40,False,True,True,True,True,False,True,10.73786529,12.0,pass_all
77,78.0,2022-11-02 17:09:45,False,True,True,True,True,False,True,21.70908901,16.0,pass_all
78,79.0,2022-11-02 17:13:53,False,True,True,True,True,False,True,21.77179639,32.0,pass_all
79,80.0,2022-11-02 17:17:07,False,True,True,True,True,False,True,21.75796872,39.0,pass_all
80,81.0,2022-11-02 17:21:05,False,True,True,False,False,False,True,30.00038333,32.0,fail_stanford
81,82.0,2022-11-02 17:24:14,False,True,True,False,False,False,True,29.95360292,23.0,fail_stanford
82,83.0,2022-11-02 17:28:30,False,True,False,False,False,True,False,25.99630055,,fail_all
83,84.0,2022-11-02 17:37:34,False,True,True,False,False,False,True,26.04515714,51.0,fail_stanford
84,85.0,2022-11-02 17:41:55,False,True,True,False,False,False,True,33.11338864,31.0,fail_stanford
85,86.0,2022-11-02 17:45:14,False,True,True,False,False,False,True,33.03111087,48.0,fail_stanford
86,87.0,2022-11-02 17:49:41,False,True,True,False,False,False,True,834.4841098,452.0,fail_stanford
87,88.0,2022-11-02 17:52:42,False,True,True,False,False,False,True,825.4461044,543.0,fail_stanford
88,89.0,2022-11-02 18:05:02,False,True,True,False,False,False,True,758.9501417,,fail_stanford
89,90.0,2022-11-04 16:43:19,False,True,True,False,False,False,True,13.39223288,14.0,fail_stanford
90,91.0,2022-11-04 16:47:50,False,True,True,False,False,False,True,9.489032463,11.0,fail_stanford
91,92.0,2022-11-04 16:51:29,False,True,True,True,True,False,True,9.551502731,12.0,pass_all
92,93.0,2022-11-04 16:55:06,False,True,True,True,True,False,True,9.535899622,9.0,pass_all
93,94.0,2022-11-04 16:58:53,False,True,True,True,True,False,True,654.9274874,442.0,pass_all
94,95.0,2022-11-04 17:02:28,False,True,True,True,True,False,True,671.0996645,491.0,pass_all
95,96.0,2022-11-04 17:06:37,False,True,False,False,False,True,True,7.588923095,,fail_all
96,97.0,2022-11-04 17:10:21,False,True,True,False,False,False,True,7.592520254,10.0,fail_stanford
97,98.0,2022-11-04 17:14:25,True,False,False,False,False,True,True,0.0,,fail_all
98,99.0,2022-11-04 17:18:03,False,True,True,False,False,False,True,12.51890408,21.0,fail_stanford
99,100.0,2022-11-04 17:22:07,False,True,True,True,True,False,True,12.43098767,9.0,pass_all
100,101.0,2022-11-04 17:25:59,False,True,True,True,True,False,True,22.99102494,35.0,pass_all
101,102.0,2022-11-04 17:29:55,False,True,True,True,True,False,True,22.89496577,25.0,pass_all
102,103.0,2022-11-04 17:33:40,False,True,True,False,False,False,True,5.490715545,5.0,fail_stanford
103,104.0,2022-11-04 17:37:46,False,True,True,True,True,False,True,33.99114738,25.0,pass_all
104,105.0,2022-11-04 17:41:35,False,True,True,False,False,False,True,18.91439753,24.0,fail_stanford
105,106.0,2022-11-04 17:45:47,False,True,True,True,True,False,True,18.77510306,22.0,pass_all
106,107.0,2022-11-04 17:50:26,False,True,True,True,True,False,True,18.70418352,19.0,pass_all
107,108.0,2022-11-04 17:54:51,False,True,True,True,True,False,True,30.49832377,43.0,pass_all
108,109.0,2022-11-04 17:59:10,False,True,True,True,True,False,True,30.49642109,29.0,pass_all
109,110.0,2022-11-04 18:02:09,False,True,True,False,False,False,True,36.2990311,55.0,fail_stanford
